"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-23",,,,,"0.00",",,C",,,,,"36",",,C","41",",,C","31",",,C","    7",",,C",,,,,"82.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-24",,,,,"0.03",",,C",,,,,"30",",,C","31",",,C","28",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-25",,,,,"0.01",",,C",,,,,"35",",,C","40",",,C","31",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-26",,,,,"0.04",",,C",,,,,"36",",,C","38",",,C","34",",,C","   28",",,C",,,,,"120.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-27",,,,,"0.00",",,C",,,,,"34",",,C","39",",,C","30",",,C","   27",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-28",,,,,"0.00",",,C",,,,,"29",",,C","31",",,C","28",",,C","   25",",,C",,,,,"87.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-29",,,,,"0.00",",,C",,,,,"22",",,C","29",",,C","16",",,C","   25",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-30",,,,,"0.00",",,C",,,,,"15",",,C","22",",,C","8",",,C","   26",",,C",,,,,"71.6",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-01-31",,,,,"0.03",",,C",,,,,"20",",,C","26",",,C","14",",,C","    9",",,C",,,,,"78.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-01",,,,,"0.01",",,C",,,,,"24",",,C","34",",,C","15",",,C","   30",",,C",,,,,"107.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-02",,,,,"0.00",",,C",,,,,"23",",,C","26",",,C","20",",,C","   26",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-03",,,,,"0.00",",,C",,,,,"20",",,C","24",",,C","15",",,C","   25",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-04",,,,,"0.00",",,C",,,,,"23",",,C","28",",,C","18",",,C","   25",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-05",,,,,"0.01",",,C",,,,,"27",",,C","33",",,C","21",",,C","   29",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-06",,,,,"0.00",",,C",,,,,"24",",,C","31",",,C","17",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-07",,,,,"0.49",",,C",,,,,"32",",,C","36",",,C","28",",,C","    7",",,C",,,,,"102.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-08",,,,,"0.00",",,C",,,,,"26",",,C","38",",,C","15",",,C","   30",",,C",,,,,"120.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-09",,,,,"0.00",",,C",,,,,"15",",,C","22",",,C","7",",,C","   28",",,C",,,,,"96.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-10",,,,,"0.20",",,C",,,,,"21",",,C","29",",,C","14",",,C","   17",",,C",,,,,"87.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-11",,,,,"0.00",",,C",,,,,"32",",,C","37",",,C","27",",,C","   10",",,C",,,,,"71.6",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-12",,,,,"0.46",",,C",,,,,"27",",,C","33",",,C","21",",,C","   30",",,C",,,,,"149.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-13",,,,,"0.01",",,C",,,,,"18",",,C","30",",,C","7",",,C","   32",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-14",,,,,"0.00",",,C",,,,,"23",",,C","40",",,C","6",",,C","   20",",,C",,,,,"96.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-15",,,,,"0.00",",,C",,,,,"26",",,C","34",",,C","18",",,C","   32",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-16",,,,,"0.00",",,C",,,,,"17",",,C","24",",,C","9",",,C","   33",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-17",,,,,"0.00",",,C",,,,,"25",",,C","30",",,C","19",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-18",,,,,"0.00",",,C",,,,,"37",",,C","54",",,C","20",",,C","   28",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-19",,,,,"0.00",",,C",,,,,"43",",,C","52",",,C","34",",,C","   31",",,C",,,,,"102.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-20",,,,,"0.00",",,C",,,,,"32",",,C","39",",,C","26",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-21",,,,,"0.09",",,C",,,,,"37",",,C","43",",,C","32",",,C","   10",",,C",,,,,"78.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-22",,,,,"0.00",",,C",,,,,"41",",,C","46",",,C","36",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-23",,,,,"0.00",",,C",,,,,"49",",,C","65",",,C","32",",,C","   25",",,C",,,,,"120.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-24",,,,,"0.08",",,C",,,,,"38",",,C","43",",,C","32",",,C","    9",",,C",,,,,"78.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-25",,,,,"0.31",",,C",,,,,"37",",,C","46",",,C","29",",,C","   26",",,C",,,,,"132.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-02-26",,,,,"0.00",",,C",,,,,"31",",,C","37",",,C","26",",,C","   21",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-04",,,,,"0.00",",,C",,,,,"13",",,C","18",",,C","8",",,C","   35",",,C",,,,,"78.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-05",,,,,"0.00",",,C",,,,,"17",",,C","29",",,C","5",",,C","   10",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-06",,,,,"0.00",",,C",,,,,"35",",,C","42",",,C","28",",,C","   10",",,C",,,,,"82.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-07",,,,,"0.42",",,C",,,,,"44",",,C","50",",,C","39",",,C","   22",",,C",,,,,"96.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-08",,,,,"0.00",",,C",,,,,"39",",,C","49",",,C","30",",,C","   23",",,C",,,,,"149.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-09",,,,,"0.00",",,C",,,,,"31",",,C","36",",,C","26",",,C","   31",",,C",,,,,"154.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-10",,,,,"0.00",",,C",,,,,"18",",,C","28",",,C","9",",,C","   30",",,C",,,,,"156.6",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-11",,,,,"0.00",",,C",,,,,"10",",,C","18",",,C","2",",,C","   29",",,C",,,,,"136.5",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-12",,,,,"0.00",",,C",,,,,"12",",,C","20",",,C","4",",,C","   30",",,C",,,,,"102.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-13",,,,,"0.00",",,C",,,,,"13",",,C","21",",,C","5",",,C","    3",",,C",,,,,"73.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-14",,,,,"0.00",",,C",,,,,"16",",,C","20",",,C","13",",,C","   34",",,C",,,,,"136.5",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-15",,,,,"0.00",",,C",,,,,"19",",,C","25",",,C","13",",,C","   33",",,C",,,,,"154.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-16",,,,,"0.00",",,C",,,,,"26",",,C","35",",,C","17",",,C","   30",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-17",,,,,"0.00",",,C",,,,,"29",",,C","40",",,C","17",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-18",,,,,"0.01",",,C",,,,,"32",",,C","34",",,C","29",",,C","    8",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-19",,,,,"0.00",",,C",,,,,"33",",,C","43",",,C","23",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-20",,,,,"0.00",",,C",,,,,"31",",,C","40",",,C","23",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-21",,,,,"0.00",",,C",,,,,"39",",,C","55",",,C","24",",,C","   25",",,C",,,,,"145.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-22",,,,,"0.00",",,C",,,,,"21",",,C","27",",,C","14",",,C","   33",",,C",,,,,"132.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-23",,,,,"0.00",",,C",,,,,"22",",,C","35",",,C","9",",,C","   14",",,C",,,,,"73.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-24",,,,,"0.31",",,C",,,,,"41",",,C","50",",,C","33",",,C","   35",",,C",,,,,"82.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-25",,,,,"0.09",",,C",,,,,"37",",,C","41",",,C","33",",,C","    8",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-26",,,,,"0.09",",,C",,,,,"38",",,C","44",",,C","33",",,C","   10",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-27",,,,,"0.13",",,C",,,,,"49",",,C","57",",,C","41",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-28",,,,,"0.00",",,C",,,,,"42",",,C","50",",,C","34",",,C","   34",",,C",,,,,"78.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-29",,,,,"0.00",",,C",,,,,"37",",,C","47",",,C","26",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-30",,,,,"0.15",",,C",,,,,"35",",,C","39",",,C","31",",,C","    8",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-03-31",,,,,"0.33",",,C",,,,,"36",",,C","39",",,C","34",",,C","   10",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-01",,,,,"0.00",",,C",,,,,"38",",,C","48",",,C","27",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-02",,,,,"0.00",",,C",,,,,"43",",,C","59",",,C","26",",,C","   31",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-03",,,,,"0.17",",,C",,,,,"44",",,C","54",",,C","35",",,C","   12",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-04",,,,,"0.48",",,C",,,,,"44",",,C","50",",,C","39",",,C","   21",",,C",,,,,"111.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-05",,,,,"0.00",",,C",,,,,"43",",,C","48",",,C","39",",,C","    9",",,C",,,,,"96.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-06",,,,,"0.77",",,C",,,,,"39",",,C","45",",,C","34",",,C","   34",",,C",,,,,"127.5",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-07",,,,,"0.03",",,C",,,,,"36",",,C","40",",,C","31",",,C","   33",",,C",,,,,"161.1",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-08",,,,,"0.00",",,C",,,,,"40",",,C","53",",,C","28",",,C","   27",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-09",,,,,"0.00",",,C",,,,,"42",",,C","58",",,C","27",",,C","   21",",,C",,,,,"73.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-10",,,,,"0.08",",,C",,,,,"54",",,C","68",",,C","40",",,C","   21",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-11",,,,,"0.05",",,C",,,,,"54",",,C","60",",,C","47",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-12",,,,,"0.00",",,C",,,,,"42",",,C","48",",,C","35",",,C","   26",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-13",,,,,"0.00",",,C",,,,,"42",",,C","54",",,C","29",",,C","   35",",,C",,,,,"73.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-14",,,,,"0.00",",,C",,,,,"46",",,C","58",",,C","34",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-15",,,,,"0.36",",,C",,,,,"49",",,C","57",",,C","40",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-16",,,,,"0.18",",,C",,,,,"60",",,C","72",",,C","48",",,C","   27",",,C",,,,,"149.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-17",,,,,"0.00",",,C",,,,,"42",",,C","51",",,C","33",",,C","   30",",,C",,,,,"107.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-18",,,,,"0.00",",,C",,,,,"38",",,C","47",",,C","28",",,C","    9",",,C",,,,,"87.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-19",,,,,"0.18",",,C",,,,,"53",",,C","64",",,C","43",",,C","   34",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-20",,,,,"0.48",",,C",,,,,"45",",,C","48",",,C","42",",,C","    7",",,C",,,,,"82.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-21",,,,,"0.01",",,C",,,,,"50",",,C","57",",,C","43",",,C","   29",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-22",,,,,"0.00",",,C",,,,,"49",",,C","58",",,C","40",",,C","   34",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-23",,,,,"0.00",",,C",,,,,"47",",,C","63",",,C","30",",,C","   21",",,C",,,,,"78.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-24",,,,,"0.00",",,C",,,,,"48",",,C","55",",,C","40",",,C","   11",",,C",,,,,"73.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-25",,,,,"0.08",",,C",,,,,"49",",,C","54",",,C","43",",,C","   10",",,C",,,,,"102.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-26",,,,,"0.00",",,C",,,,,"57",",,C","64",",,C","50",",,C","   10",",,C",,,,,"82.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-27",,,,,"0.01",",,C",,,,,"65",",,C","77",",,C","53",",,C","   20",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-28",,,,,"0.00",",,C",,,,,"55",",,C","63",",,C","47",",,C","   21",",,C",,,,,"102.9",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-29",,,,,"0.00",",,C",,,,,"50",",,C","56",",,C","44",",,C","   31",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-04-30",,,,,"0.52",",,C",,,,,"43",",,C","48",",,C","38",",,C","   10",",,C",,,,,"96.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-01",,,,,"1.04",",,C",,,,,"52",",,C","61",",,C","43",",,C","   27",",,C",,,,,"111.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-02",,,,,"0.08",",,C",,,,,"47",",,C","50",",,C","43",",,C","   25",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-03",,,,,"0.00",",,C",,,,,"46",",,C","57",",,C","34",",,C","   29",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-04",,,,,"0.61",",,C",,,,,"43",",,C","52",",,C","34",",,C","    9",",,C",,,,,"82.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-05",,,,,"0.99",",,C",,,,,"47",",,C","50",",,C","45",",,C","   36",",,C",,,,,"98.4",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-06",,,,,"0.08",",,C",,,,,"45",",,C","49",",,C","41",",,C","   34",",,C",,,,,"116.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-07",,,,,"0.00",",,C",,,,,"42",",,C","48",",,C","36",",,C","   32",",,C",,,,,"111.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-08",,,,,"0.00",",,C",,,,,"41",",,C","52",",,C","30",",,C","   30",",,C",,,,,"125.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-09",,,,,"0.00",",,C",,,,,"43",",,C","48",",,C","38",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-10",,,,,"0.00",",,C",,,,,"42",",,C","51",",,C","33",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-11",,,,,"0.00",",,C",,,,,"49",",,C","57",",,C","40",",,C","   10",",,C",,,,,"78.3",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-12",,,,,"0.00",",,C",,,,,"49",",,C","60",",,C","37",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-13",,,,,"0.01",",,C",,,,,"51",",,C","59",",,C","42",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-14",,,,,"0.01",",,C",,,,,"51",",,C","63",",,C","39",",,C","   32",",,C",,,,,"136.5",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-15",,,,,"0.00",",,C",,,,,"56",",,C","67",",,C","46",",,C","   35",",,C",,,,,"96.2",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-16",,,,,"0.00",",,C",,,,,"53",",,C","62",",,C","44",",,C","    0",",,C",,,,,"0.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-17",,,,,"0.00",",,C",,,,,"65",",,C","82",",,C","48",",,C","   19",",,C",,,,,"120.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-18",,,,,"0.57",",,C",,,,,"70",",,C","81",",,C","59",",,C","   28",",,C",,,,,"132.0",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-19",,,,,"0.00",",,C",,,,,"55",",,C","62",",,C","48",",,C","   31",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-20",,,,,"0.00",",,C",,,,,"53",",,C","62",",,C","43",",,C","   11",",,C",,,,,"91.7",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-21",,,,,"0.57",",,C",,,,,"55",",,C","58",",,C","52",",,C","   11",",,C",,,,,"120.8",",,C"
"CA006155875","OSHAWA, ON CA","43.9167","-78.8833","140.0","2017-05-22",,,,,"0.00",",,C",,,,,"53",",,C","62",",,C","43",",,C","   27",",,C",,,,,"96.2",",,C"
